category,intent,instruction,flags
SHIPPING,change_shipping_address,I need information about modifying my shipping address,BL
SHIPPING,change_shipping_address,I have errors trying to pudate my shipping address,BLMZ
SHIPPING,change_shipping_address,I have an error modifying the address,BL
SHIPPING,change_shipping_address,there is a problem updating my shipping address,BL
SHIPPING,change_shipping_address,I have troubles changing the fucking address,BLMW
SHIPPING,change_shipping_address,can I edit my shipping address?,BIL
SHIPPING,change_shipping_address,I want to know more about editing my shipping address,BL
SHIPPING,change_shipping_address,can ugive me information about changing my delivery address,BILQ
SHIPPING,change_shipping_address,i need help to change the delivery address,BLQ
SHIPPING,change_shipping_address,could you give me information about an address correction?,BILP
SHIPPING,change_shipping_address,I need to update the address,BL
SHIPPING,change_shipping_address,tell me about updating my delivery address,BL
SHIPPING,change_shipping_address,I want assistance trying to change my shipping address,BL
SHIPPING,change_shipping_address,help changing my delivery address,BL
SHIPPING,change_shipping_address,I want support trying to correct my delivery address,BL
SHIPPING,change_shipping_address,I am looking for information about an address update,BEL
SHIPPING,change_shipping_address,i need supports correcting the address,BLMQ
SHIPPING,change_shipping_address,tell me about a delivery address update,BL
SHIPPING,change_shipping_address,what do i have to do to update my deliverey address,BILQZ
SHIPPING,change_shipping_address,i chose a wrong address by mistake colud ya modify it,BCILPQZ
SHIPPING,change_shipping_address,I can't change my delivery address,BL
SHIPPING,change_shipping_address,help me editing the shipping address,BL
SHIPPING,change_shipping_address,"my shipping address changed, can you update it?",BCIL
SHIPPING,change_shipping_address,i need assistance with a shipping address correction,BLQ
SHIPPING,change_shipping_address,need assistance trying to change the address,BLQ
SHIPPING,change_shipping_address,I have issues correcting the address,BLM
SHIPPING,change_shipping_address,I have iussues correcting my address,BLMZ
SHIPPING,change_shipping_address,want assistance trying to update the address,BLQ
SHIPPING,change_shipping_address,I want help changing the bloody delivery address,BLW
SHIPPING,change_shipping_address,there are errors editing the address,BLM
SHIPPING,change_shipping_address,where can I update the shipping address?,BIL
SHIPPING,change_shipping_address,i want help correcting  the address,BLQZ
SHIPPING,change_shipping_address,help  with a delivery address correction,BLZ
SHIPPING,change_shipping_address,where do I update my delivery address ?,BILZ
SHIPPING,change_shipping_address,there are problems correcting my address,BLM
SHIPPING,change_shipping_address,i want information about correcting the shiping address,BLQZ
SHIPPING,change_shipping_address,i have an issue editing my address,BLQ
SHIPPING,change_shipping_address,can you help me correct my goddamn shipping address?,BILW
SHIPPING,change_shipping_address,I need information about correcting the shipping address,BL
SHIPPING,change_shipping_address,"I have to edit the address, I need assistance",BCL
SHIPPING,change_shipping_address,can ya tell me about an address correction,BILQ
SHIPPING,change_shipping_address,i have a trouble trying to update my address,BLQ
SHIPPING,change_shipping_address,could you help me change the shipping address?,BIP
SHIPPING,change_shipping_address,I cannot edit my shipping address,BEL
SHIPPING,change_shipping_address,i need help to change my shipping address,BQ
SHIPPING,change_shipping_address,I want help trying to update my shipping address,BL
SHIPPING,change_shipping_address,want support updating the delivery dadress,BLQZ
SHIPPING,change_shipping_address,"I submitted a wrong delivery address, can I modify it?",BCIL
SHIPPING,change_shipping_address,I want help trying to modify my delivery address,BL
SHIPPING,change_shipping_address,i dont know what i need to do to correct theaddress,BLQZ
SHIPPING,change_shipping_address,I want support trying to modify my shipping address,BL
SHIPPING,change_shipping_address,i have a trouble updating my addrses,BLQZ
SHIPPING,change_shipping_address,can you tell me more about correcting my delivery address?,BIL
SHIPPING,change_shipping_address,where do I correct the fucking shipping address?,BILW
SHIPPING,change_shipping_address,I need to edit the delivery  address,BLZ
SHIPPING,change_shipping_address,"the address changed, can you help me change it?",BCIL
SHIPPING,change_shipping_address,need support trying to modifythe address,BLQZ
SHIPPING,change_shipping_address,"I entered a wrong shipping address, can I correct it?",BCIL
SHIPPING,change_shipping_address,I have problems correcting my address,BLM
SHIPPING,change_shipping_address,waht assistance changing the address,BLQZ
SHIPPING,change_shipping_address,I don't know what I have to do to modify my delivery address,BL
SHIPPING,change_shipping_address,information about updating my address,BL
SHIPPING,change_shipping_address,I need aasistance trying to update the address,BLZ
SHIPPING,change_shipping_address,support correcting my address,BL
SHIPPING,change_shipping_address,i nedd supports editing my address,BLMQZ
SHIPPING,change_shipping_address,there is an issue modifying my address,BL
SHIPPING,change_shipping_address,"I entered a wrong shipping address, how do I correct it?",BCIL
SHIPPING,change_shipping_address,I do not know how to update my shipping address,BEL
SHIPPING,change_shipping_address,help correcting the address,BL
SHIPPING,change_shipping_address,there is an issue modifying the delivery address,BL
SHIPPING,change_shipping_address,where can i get information about editing the address,BILQ
SHIPPING,change_shipping_address,where can i find infirmation about correcting the address,BILQZ
SHIPPING,change_shipping_address,there is an issue trying to correct the address,BL
SHIPPING,change_shipping_address,can you tell me more about a delivery address change?,BIL
SHIPPING,change_shipping_address,help to edit the delivery address,BL
SHIPPING,change_shipping_address,assistance trying to edit the shipping address,BL
SHIPPING,change_shipping_address,I don't know what I need to do to correct my address,BL
SHIPPING,change_shipping_address,I want information about correcting the address,BL
SHIPPING,change_shipping_address,assistance correcting my delivery address,BL
SHIPPING,change_shipping_address,there is an issue trying to change the shipping address,BL
SHIPPING,change_shipping_address,"I have got to modify my delivery address, how can I do it?",BCIL
SHIPPING,change_shipping_address,information about updating the shipping address,BL
SHIPPING,change_shipping_address,what do I have to do to change my shipping address?,BI
SHIPPING,change_shipping_address,errors updating shipping address,BKLM
SHIPPING,change_shipping_address,"my goddamn delivery address has changed, change it",BCLW
SHIPPING,change_shipping_address,I want assistancee trying to modify my shipping address,BLZ
SHIPPING,change_shipping_address,I need support trying to edit my shipping address,BL
SHIPPING,change_shipping_address,give me information about changing my address,BL
SHIPPING,change_shipping_address,"the  address changed, modify it",BCLZ
SHIPPING,change_shipping_address,I don't know how to update my delivery address,BL
SHIPPING,change_shipping_address,supports editing the address,BLM
SHIPPING,change_shipping_address,i need information about editing the shipping address,BLQ
SHIPPING,change_shipping_address,i want assistance trying to update my address,BLQ
SHIPPING,change_shipping_address,"I have to modify the shipping address, could you help me?",BCILP
SHIPPING,change_shipping_address,there is an issue changing the shipping address,BL
SHIPPING,change_shipping_address,there are issues updating my address,BLM
SHIPPING,change_shipping_address,where can I modify my delivery address?,BIL
SHIPPING,change_shipping_address,i need assistance trying to edit my delivery address,BLQ
SHIPPING,change_shipping_address,i need support modifying the  address,BLQZ
SHIPPING,change_shipping_address,I try to modify the shopping address,BLZ
SHIPPING,change_shipping_address,there are troubles correcting the shipping address,BLM
SHIPPING,change_shipping_address,can you help me updating the shipping address?,BIL
SHIPPING,change_shipping_address,information about correcting the damn shipping address,BLW
SHIPPING,change_shipping_address,help deiting the address,BLZ
SHIPPING,change_shipping_address,I want assistance to change the address,BL
